Rank,Name,Count,Sex,Year
8,MARIA,2095,Female,1980
9,CHRISTINA,2082,Female,1980
10,AMANDA,1871,Female,1980
11,STEPHANIE,1610,Female,1980
12,LISA,1601,Female,1980
13,HEATHER,1571,Female,1980
14,AMBER,1481,Female,1980
15,KIMBERLY,1450,Female,1980
16,TIFFANY,1399,Female,1980
17,REBECCA,1370,Female,1980
18,VERONICA,1355,Female,1980
19,ANGELA,1329,Female,1980
20,LAURA,1324,Female,1980
21,ERIN,1281,Female,1980
22,AMY,1280,Female,1980
23,SARA,1206,Female,1980
24,MONICA,1142,Female,1980
25,ANDREA,1101,Female,1980
1,JENNIFER,5463,Female,1979
2,MELISSA,2979,Female,1979
3,JESSICA,2523,Female,1979
4,MICHELLE,2376,Female,1979
5,NICOLE,2168,Female,1979
6,SARAH,2096,Female,1979
7,CHRISTINA,1991,Female,1979
8,MARIA,1939,Female,1979
9,ELIZABETH,1918,Female,1979
10,LISA,1729,Female,1979
11,HEATHER,1605,Female,1979
12,AMANDA,1585,Female,1979
13,ANGELA,1486,Female,1979
14,STEPHANIE,1399,Female,1979
15,AMY,1371,Female,1979
16,KIMBERLY,1358,Female,1979
17,AMBER,1352,Female,1979
18,REBECCA,1235,Female,1979
19,MONICA,1232,Female,1979
20,LAURA,1202,Female,1979
21,VERONICA,1176,Female,1979
22,ANDREA,1146,Female,1979
23,KELLY,1141,Female,1979
24,JAMIE,1070,Female,1979
25,ERIN,1023,Female,1979
1,JENNIFER,5288,Female,1978
2,MELISSA,2437,Female,1978
3,JESSICA,2380,Female,1978
4,MICHELLE,2262,Female,1978
5,SARAH,2107,Female,1978
6,CHRISTINA,2025,Female,1978
7,NICOLE,1891,Female,1978
8,MARIA,1835,Female,1978
9,ELIZABETH,1787,Female,1978
10,HEATHER,1745,Female,1978
11,LISA,1722,Female,1978
12,ANGELA,1433,Female,1978
13,STEPHANIE,1394,Female,1978
14,AMY,1383,Female,1978
15,KIMBERLY,1292,Female,1978
16,KELLY,1250,Female,1978
17,REBECCA,1213,Female,1978
18,AMANDA,1175,Female,1978
19,VERONICA,1162,Female,1978
20,MONICA,1130,Female,1978
21,AMBER,1094,Female,1978
22,ANDREA,1072,Female,1978
23,SHANNON,1047,Female,1978
24,LAURA,1039,Female,1978
25,ERIN,1016,Female,1978
1,JENNIFER*,5553,Female,1977
2,CHRISTIN*,2648,Female,1977
3,JESSICA,2224,Female,1977
4,MELISSA,2196,Female,1977
5,MICHELLE*,2195,Female,1977
6,SARAH,1884,Female,1977
7,MARIA,1826,Female,1977
8,HEATHER,1803,Female,1977
9,ELIZABET*,1775,Female,1977
10,LISA,1711,Female,1977
11,AMY,1613,Female,1977
12,NICOLE,1556,Female,1977
13,KIMBERLY*,1401,Female,1977
14,ANGELA,1400,Female,1977
15,STEPHANI*,1345,Female,1977
16,KELLY,1309,Female,1977
17,VERONICA*,1172,Female,1977
18,MONICA,1170,Female,1977
19,REBECCA,1153,Female,1977
20,JAMIE,1136,Female,1977
21,SHANNON,1123,Female,1977
22,AMANDA,1092,Female,1977
23,LAURA,1062,Female,1977
24,ANDREA,1049,Female,1977
25,AMBER,1005,Female,1977
1,JENNIFER*,5564,Female,1976
2,CHRISTIN*,2610,Female,1976
3,AMY,2210,Female,1976
4,MICHELLE*,2061,Female,1976
5,MARIA,1927,Female,1976
6,MELISSA,1885,Female,1976
7,HEATHER,1861,Female,1976
8,JESSICA,1783,Female,1976
9,LISA,1704,Female,1976
10,ELIZABET*,1647,Female,1976
11,NICOLE,1454,Female,1976
12,SARAH,1414,Female,1976
13,ANGELA,1388,Female,1976
14,KIMBERLY*,1284,Female,1976
15,STEPHANI*,1256,Female,1976
16,REBECCA,1254,Female,1976
17,SHANNON,1208,Female,1976
18,VERONICA*,1192,Female,1976
19,LAURA,1170,Female,1976
20,MONICA,1118,Female,1976
21,JAMIE,1085,Female,1976
22,JULIE,994,Female,1976
23,AMANDA,958,Female,1976
24,ERIN,916,Female,1976
25,ANDREA,899,Female,1976
1,JENNIFER*,5311,Female,1975
2,CHRISTIN*,2638,Female,1975
3,MICHELLE*,2230,Female,1975
4,AMY,2193,Female,1975
5,MARIA,1944,Female,1975
6,HEATHER,1937,Female,1975
7,MELISSA,1687,Female,1975
8,LISA,1602,Female,1975
9,KIMBERLY*,1503,Female,1975
10,ELIZABET*,1467,Female,1975
11,ANGELA,1400,Female,1975
12,NICOLE,1349,Female,1975
13,STEPHANI*,1340,Female,1975
14,JESSICA,1297,Female,1975
15,VERONICA*,1239,Female,1975
16,REBECCA,1150,Female,1975
17,SARAH,1076,Female,1975
18,LAURA,1058,Female,1975
19,PATRICIA*,1025,Female,1975
20,MONICA,1006,Female,1975
21,JULIE,983,Female,1975
22,SHANNON,974,Female,1975
23,CYNTHIA,909,Female,1975
24,ERIN,892,Female,1975
25,ANDREA,873,Female,1975
1,JENNIFER*,5631,Female,1974
2,MICHELLE*,2510,Female,1974
3,CHRISTIN*,2449,Female,1974
4,HEATHER,1904,Female,1974
5,MARIA,1858,Female,1974
6,AMY,1840,Female,1974
7,LISA,1783,Female,1974
8,KIMBERLY*,1695,Female,1974
9,MELISSA,1489,Female,1974
10,ELIZABET*,1479,Female,1974
11,STEPHANI*,1415,Female,1974
12,ANGELA,1262,Female,1974
13,VERONICA*,1193,Female,1974
14,REBECCA,1190,Female,1974
15,NICOLE,1171,Female,1974
16,JESSICA,1111,Female,1974
17,SHANNON,1105,Female,1974
18,JULIE,1104,Female,1974
19,LAURA,1030,Female,1974
20,CYNTHIA,1022,Female,1974
21,MONICA,1017,Female,1974
22,PATRICIA*,1001,Female,1974
23,SARAH,973,Female,1974
24,SANDRA,963,Female,1974
25,ANDREA,859,Female,1974
1,JENNIFER*,5628,Female,1973
2,MICHELLE*,2479,Female,1973
3,CHRISTIN*,2437,Female,1973
4,LISA,2014,Female,1973
5,MARIA,1753,Female,1973
6,KIMBERLY*,1740,Female,1973
7,HEATHER,1659,Female,1973
8,AMY,1595,Female,1973
9,MELISSA,1400,Female,1973
10,STEPHANI*,1357,Female,1973
11,ELIZABET*,1288,Female,1973
12,NICOLE,1286,Female,1973
13,REBECCA,1279,Female,1973
14,JULIE,1183,Female,1973
15,CYNTHIA,1141,Female,1973
16,SHANNON,1068,Female,1973
17,LAURA,1061,Female,1973
18,VERONICA*,1060,Female,1973
19,ANGELA,1013,Female,1973
20,MONICA,984,Female,1973
21,PATRICIA*,913,Female,1973
22,SANDRA,888,Female,1973
23,ANDREA,819,Female,1973
24,MARY,792,Female,1973
25,JESSICA,762,Female,1973
1,JENNIFER*,6063,Female,1972
2,MICHELLE*,2770,Female,1972
3,CHRISTIN*,2590,Female,1972
4,LISA,2353,Female,1972
5,KIMBERLY*,1918,Female,1972
6,MARIA,1629,Female,1972
7,NICOLE,1499,Female,1972
8,HEATHER,1492,Female,1972
9,AMY,1423,Female,1972
10,STEPHANI*,1421,Female,1972
11,JULIE,1352,Female,1972
12,ELIZABET*,1342,Female,1972
13,CYNTHIA,1310,Female,1972
14,MELISSA,1260,Female,1972
15,ANGELA,1200,Female,1972
16,LAURA,1194,Female,1972
17,SHANNON,1172,Female,1972
18,REBECCA,1126,Female,1972
19,PATRICIA*,1010,Female,1972
20,SANDRA,991,Female,1972
21,MONICA,965,Female,1972
22,MARY,920,Female,1972
23,TINA,872,Female,1972
24,ANDREA,839,Female,1972
25,KAREN,800,Female,1972
1,JENNIFER*,5468,Female,1971
2,MICHELLE*,3167,Female,1971
3,LISA,2863,Female,1971
4,CHRISTIN*,2811,Female,1971
5,KIMBERLY*,2288,Female,1971
6,MARIA,1618,Female,1971
7,HEATHER,1500,Female,1971
8,JULIE,1469,Female,1971
9,SHANNON,1392,Female,1971
10,CYNTHIA,1391,Female,1971
11,ELIZABET*,1384,Female,1971
12,AMY,1382,Female,1971
13,STEPHANI*,1364,Female,1971
14,ANGELA,1352,Female,1971
15,LAURA,1339,Female,1971
16,MELISSA,1266,Female,1971
17,PATRICIA*,1199,Female,1971
18,SANDRA,1107,Female,1971
19,TINA,1034,Female,1971
20,REBECCA,1033,Female,1971
21,NICOLE,1026,Female,1971
22,MARY,1025,Female,1971
23,KAREN,996,Female,1971
24,TRACY,989,Female,1971
25,DAWN,966,Female,1971
1,JENNIFER*,4681,Female,1970
2,LISA,3552,Female,1970
3,MICHELLE*,3541,Female,1970
4,CHRISTIN*,3206,Female,1970
5,KIMBERLY*,2778,Female,1970
6,JULIE,1758,Female,1970
7,MARIA,1660,Female,1970
8,LAURA,1639,Female,1970
9,SHANNON,1615,Female,1970
10,CYNTHIA,1594,Female,1970
11,HEATHER,1582,Female,1970
12,ELIZABET*,1564,Female,1970
13,STEPHANI*,1535,Female,1970
14,ANGELA,1508,Female,1970
15,PATRICIA*,1355,Female,1970
16,TRACY,1313,Female,1970
17,AMY,1296,Female,1970
17,MELISSA,1296,Female,1970
19,SANDRA,1273,Female,1970
20,MARY,1272,Female,1970
21,KAREN,1225,Female,1970
22,DAWN,1176,Female,1970
23,TINA,1173,Female,1970
24,NICOLE,1155,Female,1970
25,KELLY,1077,Female,1970
1,LISA,3956,Female,1969
2,MICHELLE*,3608,Female,1969
3,JENNIFER*,3420,Female,1969
4,CHRISTIN*,3216,Female,1969
5,KIMBERLY*,2910,Female,1969
6,JULIE,1913,Female,1969
7,LAURA,1806,Female,1969
8,CYNTHIA,1566,Female,1969
9,MARIA,1537,Female,1969
10,PATRICIA*,1520,Female,1969
11,ELIZABET*,1463,Female,1969
12,STEPHANI*,1432,Female,1969
13,MARY,1385,Female,1969
14,SHANNON,1373,Female,1969
15,SANDRA,1346,Female,1969
16,KAREN,1302,Female,1969
17,ANGELA,1301,Female,1969
18,MELISSA,1269,Female,1969
19,KELLY,1253,Female,1969
20,TINA,1224,Female,1969
21,SUSAN,1199,Female,1969
22,TRACY,1159,Female,1969
23,DENISE,1113,Female,1969
24,HEATHER,1111,Female,1969
25,MICHELE,1062,Female,1969
1,LISA,4301,Female,1968
2,MICHELLE*,3610,Female,1968
3,CHRISTIN*,2999,Female,1968
4,JENNIFER*,2855,Female,1968
5,KIMBERLY*,2737,Female,1968
6,LAURA,1951,Female,1968
7,JULIE,1652,Female,1968
8,PATRICIA*,1528,Female,1968
9,CYNTHIA,1482,Female,1968
10,ELIZABET*,1473,Female,1968
11,MARY,1470,Female,1968
12,KAREN,1461,Female,1968
13,KELLY,1445,Female,1968
14,MARIA,1430,Female,1968
15,STEPHANI*,1347,Female,1968
16,SUSAN,1325,Female,1968
17,TINA,1310,Female,1968
18,SANDRA,1301,Female,1968
19,ANGELA,1254,Female,1968
20,DEBORAH,1222,Female,1968
21,MICHELE,1185,Female,1968
22,MELISSA,1158,Female,1968
23,WENDY,1084,Female,1968
24,DENISE,1045,Female,1968
25,TRACY,1037,Female,1968
1,LISA,4361,Female,1967
2,MICHELLE*,3424,Female,1967
3,KIMBERLY*,2970,Female,1967
4,CHRISTIN*,2682,Female,1967
5,JENNIFER*,1818,Female,1967
6,JULIE,1807,Female,1967
7,CYNTHIA,1739,Female,1967
8,MARY,1691,Female,1967
9,KAREN,1684,Female,1967
10,PATRICIA*,1675,Female,1967
11,ELIZABET*,1626,Female,1967
12,SUSAN,1584,Female,1967
13,LAURA,1571,Female,1967
14,MARIA,1461,Female,1967
15,SANDRA,1412,Female,1967
16,STEPHANI*,1406,Female,1967
17,DEBORAH,1368,Female,1967
18,DENISE,1251,Female,1967
19,KELLY,1238,Female,1967
19,TINA,1238,Female,1967
21,WENDY,1113,Female,1967
22,ANGELA,1112,Female,1967
23,TRACY,1110,Female,1967
24,MICHELE,1079,Female,1967
25,TAMMY,1050,Female,1967
1,LISA,4672,Female,1966
2,MICHELLE*,3053,Female,1966
3,KIMBERLY*,2990,Female,1966
4,CHRISTIN*,2481,Female,1966
5,KAREN,1983,Female,1966
6,CYNTHIA,1940,Female,1966
7,MARY,1924,Female,1966
8,JENNIFER*,1852,Female,1966
9,SUSAN,1789,Female,1966
10,PATRICIA*,1757,Female,1966
11,JULIE,1705,Female,1966
12,DEBORAH,1649,Female,1966
13,ELIZABET*,1623,Female,1966
14,LAURA,1615,Female,1966
15,SANDRA,1548,Female,1966
16,MARIA,1395,Female,1966
17,KELLY,1256,Female,1966
18,DENISE,1230,Female,1966
19,TINA,1216,Female,1966
20,MICHELE,1178,Female,1966
21,LINDA,1168,Female,1966
22,TERESA,1159,Female,1966
23,TRACY,1133,Female,1966
24,KATHLEEN*,1110,Female,1966
25,STEPHANI*,1102,Female,1966
1,LISA,4629,Female,1965
2,KIMBERLY*,2822,Female,1965
3,KAREN,2633,Female,1965
4,CHRISTIN*,2462,Female,1965
5,MARY,2293,Female,1965
6,CYNTHIA,2200,Female,1965
7,PATRICIA*,2160,Female,1965
8,SUSAN,1968,Female,1965
9,DEBORAH,1867,Female,1965
10,JULIE,1829,Female,1965
11,ELIZABET*,1812,Female,1965
12,LAURA,1756,Female,1965
13,MICHELLE*,1704,Female,1965
14,JENNIFER*,1650,Female,1965
15,SANDRA,1638,Female,1965
16,LINDA,1598,Female,1965
17,MARIA,1511,Female,1965
18,DENISE,1380,Female,1965
19,KELLY,1368,Female,1965
20,DEBRA,1303,Female,1965
21,TERESA,1274,Female,1965
22,DONNA,1263,Female,1965
23,KATHLEEN*,1211,Female,1965
24,TRACY,1198,Female,1965
25,PAMELA,1157,Female,1965
1,LISA,4541,Female,1964
2,MARY,2892,Female,1964
3,KIMBERLY*,2556,Female,1964
4,SUSAN,2535,Female,1964
5,KAREN,2495,Female,1964
6,CYNTHIA,2451,Female,1964
7,PATRICIA*,2363,Female,1964
8,CHRISTIN*,2352,Female,1964
9,DEBORAH,2232,Female,1964
10,LAURA,2155,Female,1964
11,SANDRA,1926,Female,1964
12,ELIZABET*,1843,Female,1964
13,JULIE,1827,Female,1964
14,LINDA,1785,Female,1964
15,MICHELLE*,1637,Female,1964
16,MARIA,1527,Female,1964
17,JENNIFER*,1520,Female,1964
18,DENISE,1507,Female,1964
19,DEBRA,1490,Female,1964
20,PAMELA,1458,Female,1964
21,KATHLEEN*,1456,Female,1964
22,TERESA,1422,Female,1964
23,KELLY,1415,Female,1964
24,LORI,1387,Female,1964
25,DONNA,1377,Female,1964
1,LISA,4661,Female,1963
2,SUSAN,2920,Female,1963
3,MARY,2788,Female,1963
4,KAREN,2723,Female,1963
5,CYNTHIA,2559,Female,1963
6,DEBORAH,2407,Female,1963
7,PATRICIA*,2269,Female,1963
8,KIMBERLY*,2254,Female,1963
9,LINDA,2144,Female,1963
10,LAURA,2141,Female,1963
11,SANDRA,2113,Female,1963
12,CHRISTIN*,2019,Female,1963
13,ELIZABET*,1929,Female,1963
14,JULIE,1847,Female,1963
15,LORI,1823,Female,1963
16,DEBRA,1804,Female,1963
17,TERESA,1673,Female,1963
18,PAMELA,1656,Female,1963
19,KATHLEEN*,1582,Female,1963
20,KELLY,1559,Female,1963
21,MARIA,1513,Female,1963
22,DONNA,1510,Female,1963
23,DENISE,1487,Female,1963
24,MICHELLE*,1486,Female,1963
25,JENNIFER*,1404,Female,1963
1,LISA,3698,Female,1962
2,SUSAN,3088,Female,1962
3,KAREN,2935,Female,1962
4,MARY,2924,Female,1962
5,CYNTHIA,2850,Female,1962
6,DEBORAH,2540,Female,1962
7,LINDA,2418,Female,1962
8,PATRICIA*,2302,Female,1962
9,KIMBERLY*,2223,Female,1962
10,SANDRA,2157,Female,1962
11,DEBRA,2109,Female,1962
12,LAURA,1995,Female,1962
13,JULIE,1897,Female,1962
14,ELIZABET*,1810,Female,1962
15,LORI,1802,Female,1962
16,PAMELA,1751,Female,1962
17,CHRISTIN*,1732,Female,1962
18,KATHLEEN*,1701,Female,1962
19,TERESA,1680,Female,1962
20,DONNA,1654,Female,1962
21,DENISE,1480,Female,1962
22,KELLY,1461,Female,1962
23,CHERYL,1438,Female,1962
24,BARBARA,1398,Female,1962
25,MICHELLE*,1383,Female,1962
1,LISA,3497,Female,1961
2,SUSAN,3221,Female,1961
3,KAREN,2985,Female,1961
4,MARY,2973,Female,1961
5,CYNTHIA,2832,Female,1961
6,LINDA,2674,Female,1961
7,PATRICIA*,2522,Female,1961
8,DEBORAH,2495,Female,1961
9,SANDRA,2483,Female,1961
10,DEBRA,2211,Female,1961
11,LAURA,2073,Female,1961
12,ELIZABET*,2043,Female,1961
13,JULIE,1895,Female,1961
14,LORI,1881,Female,1961
15,KIMBERLY*,1850,Female,1961
16,KATHLEEN*,1842,Female,1961
17,PAMELA,1778,Female,1961
18,TERESA,1690,Female,1961
19,DONNA,1639,Female,1961
20,CHRISTIN*,1628,Female,1961
21,CHERYL,1582,Female,1961
22,DENISE,1532,Female,1961
23,NANCY,1517,Female,1961
24,BARBARA,1494,Female,1961
25,ROBIN,1378,Female,1961
1,SUSAN,3299,Female,1960
2,MARY,3248,Female,1960
3,KAREN,3156,Female,1960
4,CYNTHIA,2982,Female,1960
5,LISA,2839,Female,1960
6,LINDA,2807,Female,1960
7,DEBRA,2692,Female,1960
8,PATRICIA*,2668,Female,1960
9,DEBORAH,2490,Female,1960
10,SANDRA,2404,Female,1960
11,LAURA,2032,Female,1960
12,ELIZABET*,1905,Female,1960
13,PAMELA,1839,Female,1960
14,DONNA,1820,Female,1960
15,KATHLEEN*,1772,Female,1960
16,LORI,1746,Female,1960
17,KIMBERLY*,1710,Female,1960
18,TERESA,1709,Female,1960
19,JULIE,1665,Female,1960
20,CHERYL,1639,Female,1960
21,BARBARA,1605,Female,1960
22,NANCY,1569,Female,1960
23,DENISE,1501,Female,1960
24,CHRISTIN*,1410,Female,1960
25,CAROL,1322,Female,1960
